addr,bank,kind,canonical_addr,canonical_bank,covering_addr,covering_bank,evidence_count,source_flags_hex,source_flags
F471,7,standalone,F471,7,F471,7,1,0x02,ptr_scan
F80F,7,secondary,F7DC,7,F7DC,7,1,0x02,ptr_scan
F810,7,secondary,F7DC,7,F7DC,7,1,0x02,ptr_scan
F040,7,secondary,EF9B,7,EF9B,7,1,0x02,ptr_scan
F041,7,standalone,F041,7,F041,7,1,0x02,ptr_scan
F851,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
DDAF,7,standalone,DDAF,7,DDAF,7,1,0x02,ptr_scan
DDB0,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
FB09,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F7FB,7,standalone,F7FB,7,F7FB,7,1,0x02,ptr_scan
F7FC,7,secondary,F7DC,7,F7DC,7,1,0x02,ptr_scan
DD80,7,standalone,DD80,7,DD80,7,1,0x02,ptr_scan
F4DD,7,standalone,F4DD,7,F4DD,7,1,0x02,ptr_scan
F4DE,7,standalone,F4DE,7,F4DE,7,1,0x02,ptr_scan
F5BF,7,standalone,F5BF,7,F5BF,7,1,0x02,ptr_scan
F5C0,7,secondary,F5BD,7,F5BD,7,1,0x02,ptr_scan
DDF5,7,standalone,DDF5,7,DDF5,7,1,0x02,ptr_scan
DDF6,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
F5FE,7,secondary,F5BD,7,F5BD,7,1,0x02,ptr_scan
FA7A,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F4FE,7,standalone,F4FE,7,F4FE,7,1,0x02,ptr_scan
F0FA,7,standalone,F0FA,7,F0FA,7,1,0x02,ptr_scan
F0FB,7,standalone,F0FB,7,F0FB,7,1,0x02,ptr_scan
F57B,7,secondary,F53E,7,F53E,7,1,0x02,ptr_scan
F57C,7,standalone,F57C,7,F57C,7,1,0x02,ptr_scan
FAF5,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FA8F,7,standalone,FA8F,7,FA8F,7,1,0x02,ptr_scan
FE4F,7,standalone,FE4F,7,FE4F,7,1,0x02,ptr_scan
FE50,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F550,7,secondary,F53E,7,F53E,7,1,0x02,ptr_scan
F551,7,standalone,F551,7,F551,7,1,0x02,ptr_scan
F8A8,7,standalone,F8A8,7,F8A8,7,1,0x02,ptr_scan
F8A9,7,secondary,F873,7,F873,7,1,0x02,ptr_scan
F0B7,7,standalone,F0B7,7,F0B7,7,1,0x02,ptr_scan
F0B8,7,standalone,F0B8,7,F0B8,7,1,0x02,ptr_scan
F855,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F856,7,standalone,F856,7,F856,7,1,0x02,ptr_scan
F4F8,7,standalone,F4F8,7,F4F8,7,1,0x02,ptr_scan
F4F9,7,standalone,F4F9,7,F4F9,7,1,0x02,ptr_scan
F457,7,standalone,F457,7,F457,7,1,0x02,ptr_scan
F458,7,standalone,F458,7,F458,7,1,0x02,ptr_scan
F0B5,7,standalone,F0B5,7,F0B5,7,1,0x02,ptr_scan
F0B6,7,standalone,F0B6,7,F0B6,7,1,0x02,ptr_scan
F54B,7,standalone,F54B,7,F54B,7,1,0x02,ptr_scan
F54C,7,secondary,F53E,7,F53E,7,16,0x02,ptr_scan
F0AC,7,standalone,F0AC,7,F0AC,7,1,0x02,ptr_scan
F0BA,7,standalone,F0BA,7,F0BA,7,1,0x02,ptr_scan
FA8C,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F4AA,7,standalone,F4AA,7,F4AA,7,1,0x02,ptr_scan
F4AB,7,secondary,F459,7,F459,7,1,0x02,ptr_scan
F474,7,standalone,F474,7,F474,7,1,0x02,ptr_scan
F475,7,secondary,F459,7,F459,7,1,0x02,ptr_scan
F574,7,standalone,F574,7,F574,7,1,0x02,ptr_scan
D04C,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D04D,7,standalone,D04D,7,D04D,7,1,0x02,ptr_scan
D3D1,7,standalone,D3D1,7,D3D1,7,1,0x02,ptr_scan
D342,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D378,7,standalone,D378,7,D378,7,1,0x02,ptr_scan
D370,7,standalone,D370,7,D370,7,1,0x02,ptr_scan
E54C,7,secondary,E544,7,E544,7,1,0x02,ptr_scan
D5E6,7,standalone,D5E6,7,D5E6,7,1,0x02,ptr_scan
D77C,7,standalone,D77C,7,CD7D,7,126,0x27,control|ptr_scan|table_run|xbank
D77D,7,standalone,D77D,7,D77D,7,1,0x02,ptr_scan
C900,7,standalone,C900,7,C900,7,1,0x02,ptr_scan
C901,7,standalone,C901,7,C901,7,1,0x02,ptr_scan
CF73,7,standalone,CF73,7,CF73,7,1,0x02,ptr_scan
F321,7,standalone,F321,7,F321,7,1,0x02,ptr_scan
CFF4,7,standalone,CFF4,7,CFF4,7,1,0x02,ptr_scan
C902,7,standalone,C902,7,C902,7,1,0x02,ptr_scan
C5C0,7,standalone,C5C0,7,C5C0,7,1,0x02,ptr_scan
E420,7,standalone,E420,7,E420,7,1,0x02,ptr_scan
E421,7,secondary,E417,7,E417,7,1,0x02,ptr_scan
CD31,7,standalone,CD31,7,CD31,7,1,0x02,ptr_scan
C004,7,standalone,C004,7,C004,7,1,0x02,ptr_scan
C00A,7,standalone,C00A,7,C00A,7,1,0x02,ptr_scan
D6B9,7,standalone,D6B9,7,D6B9,7,1,0x02,ptr_scan
D1D6,7,standalone,D1D6,7,D1D6,7,1,0x02,ptr_scan
D1D7,7,standalone,D1D7,7,D1D7,7,1,0x02,ptr_scan
D5B9,7,standalone,D5B9,7,D5B9,7,1,0x02,ptr_scan
D5BA,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D7B9,7,standalone,D7B9,7,D7B9,7,1,0x02,ptr_scan
D7BA,7,standalone,D7BA,7,D7BA,7,1,0x02,ptr_scan
D1D8,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D8B9,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D8BA,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CC72,7,standalone,CC72,7,CC72,7,1,0x02,ptr_scan
E00B,7,standalone,E00B,7,E00B,7,1,0x02,ptr_scan
E00C,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
D0FF,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
D100,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
DA20,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
C90D,7,standalone,C90D,7,C90D,7,1,0x02,ptr_scan
E00A,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
D002,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D003,7,standalone,D003,7,D003,7,1,0x02,ptr_scan
D004,7,standalone,D004,7,D004,7,1,0x02,ptr_scan
C510,7,standalone,C510,7,C510,7,1,0x02,ptr_scan
F00D,7,secondary,EF9B,7,EF9B,7,1,0x02,ptr_scan
F00E,7,standalone,F00E,7,F00E,7,2,0x02,ptr_scan
E60B,7,standalone,E60B,7,E60B,7,1,0x02,ptr_scan
E60C,7,standalone,E60C,7,E60C,7,1,0x02,ptr_scan
C904,7,standalone,C904,7,C904,7,1,0x02,ptr_scan
C688,7,standalone,C688,7,C688,7,1,0x02,ptr_scan
C90A,7,standalone,C90A,7,C90A,7,1,0x02,ptr_scan
CA11,7,standalone,CA11,7,CA11,7,11,0x02,ptr_scan
CA12,7,standalone,CA12,7,CA12,7,1,0x02,ptr_scan
E110,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
E111,7,standalone,E111,7,E111,7,1,0x02,ptr_scan
EAF0,7,standalone,EAF0,7,EAF0,7,1,0x02,ptr_scan
EAF1,7,secondary,EAEC,7,EAEC,7,1,0x02,ptr_scan
E690,7,standalone,E690,7,E690,7,1,0x02,ptr_scan
E691,7,standalone,E691,7,E691,7,1,0x02,ptr_scan
CE3E,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CE3F,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CE42,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CE43,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D0AD,7,standalone,D0AD,7,D0AD,7,1,0x02,ptr_scan
D0AE,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D0AC,7,standalone,D0AC,7,D0AC,7,1,0x02,ptr_scan
D9D0,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D0AF,7,standalone,D0AF,7,D0AF,7,1,0x02,ptr_scan
E9D0,7,standalone,E9D0,7,E9D0,7,1,0x02,ptr_scan
E9D1,7,standalone,E9D1,7,E9D1,7,1,0x02,ptr_scan
D101,7,standalone,D101,7,D101,7,1,0x02,ptr_scan
CE6C,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CE6D,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CE6E,7,standalone,CE6E,7,CE6E,7,1,0x02,ptr_scan
CE6F,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D17D,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D17E,7,standalone,D17E,7,D17E,7,1,0x02,ptr_scan
D17C,7,standalone,D17C,7,D17C,7,1,0x02,ptr_scan
DDD1,7,standalone,DDD1,7,DDD1,7,1,0x02,ptr_scan
DDD2,7,standalone,DDD2,7,DDD2,7,1,0x02,ptr_scan
D17F,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
E9D2,7,standalone,E9D2,7,E9D2,7,31,0x03,control|ptr_scan
D197,7,standalone,D197,7,D197,7,1,0x02,ptr_scan
D198,7,standalone,D198,7,D198,7,1,0x02,ptr_scan
CD73,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
CD7E,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
CACD,7,standalone,CACD,7,CACD,7,1,0x02,ptr_scan
CACE,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
C6CA,7,standalone,C6CA,7,C6CA,7,1,0x02,ptr_scan
E90A,7,standalone,E90A,7,E90A,7,1,0x02,ptr_scan
E90B,7,standalone,E90B,7,E90B,7,1,0x02,ptr_scan
C603,7,standalone,C603,7,C603,7,1,0x02,ptr_scan
C80B,7,standalone,C80B,7,C80B,7,1,0x02,ptr_scan
E029,7,standalone,E029,7,E029,7,1,0x02,ptr_scan
E02A,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
E000,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
F903,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F904,7,standalone,F904,7,F904,7,1,0x02,ptr_scan
C9C8,7,standalone,C9C8,7,C9C8,7,1,0x02,ptr_scan
C9C9,7,standalone,C9C9,7,C9C9,7,1,0x02,ptr_scan
E0C9,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
CD60,7,standalone,CD60,7,CD60,7,1,0x02,ptr_scan
C8CD,7,standalone,C8CD,7,C8CD,7,1,0x02,ptr_scan
C8CE,7,standalone,C8CE,7,C8CE,7,1,0x02,ptr_scan
D3BD,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D3BE,7,standalone,D3BE,7,D3BE,7,1,0x02,ptr_scan
CDD3,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CDD4,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
DDBE,7,standalone,DDBE,7,DDBE,7,1,0x02,ptr_scan
CDDD,7,standalone,CDDD,7,CDDD,7,1,0x02,ptr_scan
CDDE,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CDFF,7,standalone,CDFF,7,CDFF,7,1,0x02,ptr_scan
CD94,7,standalone,CD94,7,CD94,7,1,0x02,ptr_scan
CE4C,7,standalone,CE4C,7,CE4C,7,1,0x02,ptr_scan
CE78,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CE79,7,standalone,CE79,7,CE79,7,1,0x02,ptr_scan
CE9C,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CE9D,7,standalone,CE9D,7,CE9D,7,1,0x02,ptr_scan
CEAC,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CEAD,7,standalone,CEAD,7,CEAD,7,1,0x02,ptr_scan
CF25,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CF26,7,standalone,CF26,7,CF26,7,1,0x02,ptr_scan
CEBE,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CEBF,7,standalone,CEBF,7,CEBF,7,1,0x02,ptr_scan
C6CE,7,standalone,C6CE,7,C6CE,7,1,0x02,ptr_scan
C6CF,7,standalone,C6CF,7,C6CF,7,1,0x02,ptr_scan
CEC6,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CEC7,7,standalone,CEC7,7,CEC7,7,1,0x02,ptr_scan
CECE,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CECF,7,standalone,CECF,7,CECF,7,1,0x02,ptr_scan
D7CE,7,standalone,D7CE,7,D7CE,7,1,0x02,ptr_scan
D7CF,7,standalone,D7CF,7,D7CF,7,1,0x02,ptr_scan
CED7,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CED8,7,standalone,CED8,7,CED8,7,1,0x02,ptr_scan
EACE,7,secondary,EAC3,7,EAC3,7,1,0x02,ptr_scan
EACF,7,standalone,EACF,7,EACF,7,1,0x02,ptr_scan
CEEA,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CEEB,7,standalone,CEEB,7,CEEB,7,1,0x02,ptr_scan
F0CD,7,standalone,F0CD,7,F0CD,7,1,0x02,ptr_scan
F0CE,7,standalone,F0CE,7,F0CE,7,1,0x02,ptr_scan
CEF0,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CEF1,7,standalone,CEF1,7,CEF1,7,1,0x02,ptr_scan
CF30,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CF31,7,standalone,CF31,7,CF31,7,1,0x02,ptr_scan
CF40,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CF41,7,standalone,CF41,7,CF41,7,1,0x02,ptr_scan
CF55,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CF56,7,standalone,CF56,7,CF56,7,1,0x02,ptr_scan
C081,7,standalone,C081,7,C081,7,1,0x02,ptr_scan
CE98,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CE99,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
CA03,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
CA04,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
C803,7,standalone,C803,7,C803,7,1,0x02,ptr_scan
E0C8,7,standalone,E0C8,7,E0C8,7,1,0x02,ptr_scan
C8C9,7,standalone,C8C9,7,C8C9,7,1,0x02,ptr_scan
E8AA,7,standalone,E8AA,7,E8AA,7,1,0x02,ptr_scan
E8AB,7,standalone,E8AB,7,E8AB,7,1,0x02,ptr_scan
DEE8,7,standalone,DEE8,7,DEE8,7,1,0x02,ptr_scan
DEE9,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
F003,7,standalone,F003,7,F003,7,1,0x02,ptr_scan
EDF0,7,standalone,EDF0,7,EDF0,7,1,0x02,ptr_scan
EDF1,7,standalone,EDF1,7,EDF1,7,1,0x02,ptr_scan
C816,7,standalone,C816,7,C816,7,1,0x02,ptr_scan
C80C,7,standalone,C80C,7,C80C,7,1,0x02,ptr_scan
E602,7,secondary,E5F2,7,E5F2,7,1,0x02,ptr_scan
DC10,7,standalone,DC10,7,DC10,7,1,0x02,ptr_scan
DC11,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
E806,7,standalone,E806,7,E806,7,1,0x02,ptr_scan
E807,7,standalone,E807,7,E807,7,1,0x02,ptr_scan
E0E9,7,standalone,E0E9,7,E0E9,7,1,0x02,ptr_scan
F691,7,secondary,F661,7,F661,7,1,0x02,ptr_scan
F306,7,standalone,F306,7,F306,7,1,0x02,ptr_scan
F307,7,standalone,F307,7,F307,7,1,0x02,ptr_scan
CF03,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
FC02,7,standalone,FC02,7,FC02,7,1,0x02,ptr_scan
FC03,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
DF01,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
DF02,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
C501,7,standalone,C501,7,C501,7,1,0x02,ptr_scan
C502,7,standalone,C502,7,C502,7,1,0x02,ptr_scan
FE01,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FE02,7,standalone,FE02,7,FE02,7,1,0x02,ptr_scan
EF00,7,secondary,EEFC,7,EEFC,7,1,0x02,ptr_scan
EF01,7,standalone,EF01,7,EF01,7,1,0x02,ptr_scan
E200,7,secondary,E1B9,7,E1B9,7,1,0x02,ptr_scan
D500,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D501,7,standalone,D501,7,D501,7,1,0x02,ptr_scan
CB00,7,standalone,CB00,7,CB00,7,1,0x02,ptr_scan
EEFF,7,secondary,EEFC,7,EEFC,7,1,0x02,ptr_scan
DDEE,7,standalone,DDEE,7,DDEE,7,1,0x02,ptr_scan
DDEF,7,standalone,DDEF,7,DDEF,7,1,0x02,ptr_scan
CCDD,7,secondary,CCDA,7,CCDA,7,1,0x02,ptr_scan
CCDE,7,standalone,CCDE,7,CCDE,7,1,0x02,ptr_scan
CCBB,7,secondary,CC71,7,CC71,7,1,0x02,ptr_scan
CCBC,7,standalone,CCBC,7,CCBC,7,1,0x02,ptr_scan
DDCC,7,standalone,DDCC,7,DDCC,7,1,0x02,ptr_scan
DDCD,7,secondary,CD93,7,CD93,7,1,0x02,ptr_scan
EEDD,7,secondary,EEB4,7,EEB4,7,1,0x02,ptr_scan
EEDE,7,secondary,EEB4,7,EEB4,7,1,0x02,ptr_scan
FFEF,7,standalone,FFEF,7,FFEF,7,1,0x02,ptr_scan
E020,7,standalone,E020,7,E020,7,1,0x02,ptr_scan
E021,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
D030,7,standalone,D030,7,D030,7,1,0x02,ptr_scan
D031,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D8E0,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D8E1,7,standalone,D8E1,7,D8E1,7,1,0x02,ptr_scan
CA20,7,standalone,CA20,7,CA20,7,1,0x02,ptr_scan
CA21,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
FB11,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FB31,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
CAFB,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
CAFC,7,standalone,CAFC,7,CAFC,7,1,0x02,ptr_scan
D0CB,7,standalone,D0CB,7,D0CB,7,1,0x02,ptr_scan
F3D1,7,secondary,F3A9,7,F3A9,7,1,0x02,ptr_scan
E880,7,standalone,E880,7,E880,7,1,0x02,ptr_scan
E881,7,standalone,E881,7,E881,7,1,0x02,ptr_scan
C8E8,7,standalone,C8E8,7,C8E8,7,1,0x02,ptr_scan
C8E9,7,standalone,C8E9,7,C8E9,7,1,0x02,ptr_scan
E8A0,7,standalone,E8A0,7,E8A0,7,1,0x02,ptr_scan
E8A1,7,standalone,E8A1,7,E8A1,7,1,0x02,ptr_scan
F5D0,7,secondary,F5BD,7,F5BD,7,1,0x02,ptr_scan
F620,7,standalone,F620,7,F620,7,1,0x02,ptr_scan
F621,7,secondary,F617,7,F617,7,1,0x02,ptr_scan
D2F7,7,standalone,D2F7,7,D2F7,7,1,0x02,ptr_scan
FA11,7,standalone,FA11,7,FA11,7,1,0x02,ptr_scan
D120,7,standalone,D120,7,D120,7,1,0x02,ptr_scan
D121,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
E5D2,7,standalone,E5D2,7,E5D2,7,1,0x02,ptr_scan
CFC0,7,standalone,CFC0,7,CFC0,7,1,0x02,ptr_scan
D407,7,secondary,D405,7,D405,7,1,0x02,ptr_scan
E803,7,standalone,E803,7,E803,7,1,0x02,ptr_scan
E804,7,standalone,E804,7,E804,7,1,0x02,ptr_scan
F0E0,7,standalone,F0E0,7,F0E0,7,1,0x02,ptr_scan
F0E1,7,standalone,F0E1,7,F0E1,7,1,0x02,ptr_scan
D0F0,7,standalone,D0F0,7,D0F0,7,1,0x02,ptr_scan
D0F1,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
F6D0,7,standalone,F6D0,7,F6D0,7,1,0x02,ptr_scan
F6D1,7,secondary,F6C9,7,F6C9,7,1,0x02,ptr_scan
CD39,7,secondary,CD30,7,CD30,7,1,0x02,ptr_scan
CD8D,7,standalone,CD8D,7,CD8D,7,1,0x02,ptr_scan
D339,7,standalone,D339,7,D339,7,1,0x02,ptr_scan
D33A,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
EF95,7,secondary,EF6C,7,EF6C,7,1,0x02,ptr_scan
EF96,7,standalone,EF96,7,EF96,7,2,0x02,ptr_scan
F39D,7,secondary,F370,7,F370,7,1,0x02,ptr_scan
F39E,7,standalone,F39E,7,F39E,7,1,0x02,ptr_scan
D333,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D334,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
F695,7,standalone,F695,7,F695,7,1,0x02,ptr_scan
F696,7,secondary,F661,7,F661,7,1,0x02,ptr_scan
CAF6,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
CAF7,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
F0D0,7,standalone,F0D0,7,F0D0,7,1,0x02,ptr_scan
F0D1,7,secondary,F0CF,7,F0CF,7,1,0x02,ptr_scan
FD86,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FD87,7,standalone,FD87,7,FD87,7,1,0x02,ptr_scan
FE86,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FE87,7,standalone,FE87,7,FE87,7,1,0x02,ptr_scan
FE8E,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FE8F,7,standalone,FE8F,7,FE8F,7,1,0x02,ptr_scan
FB8D,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FB8E,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FC8D,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FC8E,7,standalone,FC8E,7,FC8E,7,1,0x02,ptr_scan
C550,7,standalone,C550,7,C550,7,1,0x02,ptr_scan
C551,7,standalone,C551,7,C551,7,1,0x02,ptr_scan
E624,7,standalone,E624,7,E624,7,1,0x02,ptr_scan
E625,7,standalone,E625,7,E625,7,1,0x02,ptr_scan
EFA9,7,secondary,EF9B,7,EF9B,7,1,0x02,ptr_scan
EFAA,7,secondary,EF9B,7,EF9B,7,1,0x02,ptr_scan
E802,7,standalone,E802,7,E802,7,1,0x02,ptr_scan
E8E8,7,standalone,E8E8,7,E8E8,7,1,0x02,ptr_scan
E8E9,7,standalone,E8E9,7,E8E9,7,1,0x02,ptr_scan
E4E9,7,secondary,E4E3,7,E4E3,7,1,0x02,ptr_scan
D033,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
E538,7,standalone,E538,7,E538,7,1,0x02,ptr_scan
E539,7,secondary,E510,7,E510,7,1,0x02,ptr_scan
F011,7,standalone,F011,7,F011,7,1,0x02,ptr_scan
D821,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
E4D9,7,secondary,E4D8,7,E4D8,7,1,0x02,ptr_scan
E938,7,standalone,E938,7,E938,7,1,0x02,ptr_scan
E939,7,secondary,E928,7,E928,7,1,0x02,ptr_scan
C6E5,7,standalone,C6E5,7,C6E5,7,1,0x02,ptr_scan
E1D0,7,secondary,E1B9,7,E1B9,7,1,0x02,ptr_scan
FD8D,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
FD8E,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
F221,7,standalone,F221,7,F221,7,1,0x02,ptr_scan
D46E,7,standalone,D46E,7,D46E,7,1,0x02,ptr_scan
F020,7,secondary,EF9B,7,EF9B,7,1,0x02,ptr_scan
F021,7,standalone,F021,7,F021,7,1,0x02,ptr_scan
C920,7,standalone,C920,7,C920,7,1,0x02,ptr_scan
F8C9,7,standalone,F8C9,7,F8C9,7,1,0x02,ptr_scan
F8CA,7,standalone,F8CA,7,F8CA,7,1,0x02,ptr_scan
D0F8,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
DA24,7,standalone,DA24,7,DA24,7,1,0x02,ptr_scan
D445,7,standalone,D445,7,D445,7,1,0x02,ptr_scan
FF97,7,secondary,FF96,7,FF96,7,1,0x02,ptr_scan
FDA5,7,secondary,F72F,7,F72F,7,1,0x02,ptr_scan
D0FD,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D0FE,7,standalone,D0FE,7,D0FE,7,1,0x02,ptr_scan
FD85,7,standalone,FD85,7,FD85,7,1,0x02,ptr_scan
F54D,7,standalone,F54D,7,F54D,7,1,0x02,ptr_scan
D5F6,7,standalone,D5F6,7,D5F6,7,1,0x02,ptr_scan
D797,7,standalone,D797,7,D797,7,1,0x02,ptr_scan
D02A,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D0D0,7,standalone,D0D0,7,D0D0,7,1,0x02,ptr_scan
D0D1,7,standalone,D0D1,7,D0D1,7,1,0x02,ptr_scan
CAAA,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
EDD0,7,secondary,EDC0,7,EDC0,7,1,0x02,ptr_scan
EDD1,7,standalone,EDD1,7,EDD1,7,1,0x02,ptr_scan
E410,7,standalone,E410,7,E410,7,1,0x02,ptr_scan
E411,7,standalone,E411,7,E411,7,1,0x02,ptr_scan
CAB0,7,secondary,C9EB,7,C9EB,7,1,0x02,ptr_scan
CAB1,7,standalone,CAB1,7,CAB1,7,1,0x02,ptr_scan
D589,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D58A,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
F210,7,standalone,F210,7,F210,7,1,0x02,ptr_scan
F211,7,standalone,F211,7,F211,7,1,0x02,ptr_scan
D0A9,7,standalone,D0A9,7,D0A9,7,1,0x02,ptr_scan
F0A2,7,standalone,F0A2,7,F0A2,7,1,0x02,ptr_scan
F0A3,7,standalone,F0A3,7,F0A3,7,1,0x02,ptr_scan
E0A9,7,standalone,E0A9,7,E0A9,7,1,0x02,ptr_scan
E0AA,7,secondary,D0F5,7,D0F5,7,1,0x02,ptr_scan
C6D7,7,standalone,C6D7,7,C6D7,7,1,0x02,ptr_scan
D03B,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
EA20,7,standalone,EA20,7,EA20,7,1,0x02,ptr_scan
EA21,7,secondary,EA13,7,EA13,7,1,0x02,ptr_scan
E9EB,7,standalone,E9EB,7,E9EB,7,1,0x02,ptr_scan
D199,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D19A,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D024,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
D026,7,secondary,CD7D,7,CD7D,7,1,0x02,ptr_scan
C600,7,standalone,C600,7,C600,7,1,0x02,ptr_scan
